x,y,labels,dist_from_origin,dist_from_TAC-1,name
-0.067571305,-0.051523775,TAC-1,0.1703585982322693,0.09083113819360733,RNA PCA
0.026182268,-0.008488856,TAC-1,0.055062614381313324,0.11595200002193451,RNA PCA
0.013365252,-0.0073819906,TAC-1,0.030539166182279587,0.09428935497999191,RNA PCA
-0.11165694,0.011188414,TAC-1,0.22538161277770996,0.19196026027202606,RNA PCA
0.022774177,0.019661034,TAC-1,0.06019268184900284,0.14341093599796295,RNA PCA
0.024110023,-0.0011651563,TAC-1,0.048285339027643204,0.11911708116531372,RNA PCA
-0.05482679,0.007520187,TAC-1,0.11079408973455429,0.09761889278888702,RNA PCA
-0.11355453,-0.06727473,TAC-1,0.26552286744117737,0.1889175921678543,RNA PCA
-0.11433801,-0.066247046,TAC-1,0.2658412754535675,0.18962642550468445,RNA PCA
-0.02173617,0.005270243,TAC-1,0.044739481061697006,0.07570649683475494,RNA PCA
0.038631532,-0.025577128,TAC-1,0.09272848069667816,0.13143453001976013,RNA PCA
-0.0088282935,0.017455418,TAC-1,0.039127252995967865,0.10564000904560089,RNA PCA
0.011846694,0.012909624,TAC-1,0.03504549339413643,0.11872238665819168,RNA PCA
-0.09907213,-0.043653812,TAC-1,0.21737860143184662,0.14746451377868652,RNA PCA
-0.023915129,0.033661626,TAC-1,0.08263180404901505,0.13202451169490814,RNA PCA
-0.037745353,-0.035410803,TAC-1,0.10360389202833176,0.023104973137378693,RNA PCA
0.011564904,-0.06850636,TAC-1,0.13917523622512817,0.10570940375328064,RNA PCA
-0.0503381,-0.079358995,TAC-1,0.1885114163160324,0.10599615424871445,RNA PCA
0.043928925,0.04341909,TAC-1,0.12368862330913544,0.2071477323770523,RNA PCA
0.10255886,0.089650065,TAC-1,0.2741410732269287,0.35702306032180786,RNA PCA
0.00066406606,0.003796066,TAC-1,0.007704897318035364,0.09048458188772202,RNA PCA
-0.06808703,-0.029897893,TAC-1,0.1489989012479782,0.08325052261352539,RNA PCA
-0.016986256,0.014348878,TAC-1,0.04447794705629349,0.09521418064832687,RNA PCA
-0.025007363,0.02678092,TAC-1,0.07331547141075134,0.11817692965269089,RNA PCA
-0.047406387,-0.034181025,TAC-1,0.1170208677649498,0.041766561567783356,RNA PCA
0.010214334,-0.0018289372,TAC-1,0.020754776895046234,0.09564068168401718,RNA PCA
0.013793667,-0.06914456,TAC-1,0.14124834537506104,0.109857939183712,RNA PCA
0.007304272,-0.021604627,TAC-1,0.04562083259224892,0.07125212997198105,RNA PCA
0.029601648,-0.014178828,TAC-1,0.06566882133483887,0.11828337609767914,RNA PCA
0.001866549,-0.011004978,TAC-1,0.022328639402985573,0.0711720883846283,RNA PCA
-0.020252578,-0.033650436,TAC-1,0.07858993858098984,0.013165097683668137,RNA PCA
0.04250532,-0.074944966,TAC-1,0.17274701595306396,0.16316847503185272,RNA PCA
-0.024473634,-0.00038676217,TAC-1,0.04896210506558418,0.06389620155096054,RNA PCA
0.00012065193,-0.1510604,TAC-1,0.30445095896720886,0.24605366587638855,RNA PCA
0.0109637035,0.0065252674,TAC-1,0.02551659569144249,0.10808497667312622,RNA PCA
